SQ03,SQ04,SQ0502,SQ06,DQ02,DQ04,DQ08,DQ0801,Q010101,Q01010201,Q0119,Q01190100,Q0117,Q0120,Q012001,Q0512,Q0406,Q0503,Q0504,Q0509,Q0511,Q051102,Q051901,Q051902,Q051903,Q051904,Q051905,Q051906,Q051907
98,2,51,2,2,5,6,3,1,2023,4,1,1600,1,7,9,10,2,3,10,10,10, , , , , , , 
98,1,42,5,1,5,7,4,1,2024,4,1,1600,1,5,1, ,2,98,9, ,1, , , , , , , 
98,1,56,9,97,6,5,5,1,2024,1, ,1600,1, ,10, ,3,98,10,10,10,1,1,1,1,1,1,1
4,1,56,1,2,6,10,6,1,2023,4,1,1600,1, ,10,9,1,3,10,10,9, , , , , , , 
5,1,48,1,2,5,6,5,1,2023,1, ,2200,1,9,7, ,11,98,8,8,8, , , , , , , 
2,2,45,8,2,5,9,3,1,2024,1, ,2500,1, ,8,7, , , ,9,7, , , , , , , 
98,1,44,15,2,5,4,4,1,2023,5, , , , ,7,7,9,3,8,8,8,1,1,1,1,1,1,1
98,2,51,8,2,6,6,3,1,2024,4,1,1600,1, ,8,8,4,6,7,8,8, , , , , , , 
1,1,35,1,1,5,4,3,1,2024,1, ,2200,1, ,7,6,11,3,4,3,6, , , , , , , 
98,1,64,8,2,7,10,10,1,2024,4,1,1600,1, ,9, ,3,4,9,9,9, , , , , , , 
4,1,50,1,2,4,11,3,1,2023,1, ,3500,3, ,2,3,98,98,3, ,3, , , , , , , 
98,2,42,17,97,5,2,1,1,2024,1, ,1000,1, ,7,6, , , ,6,6,1,1,1,1,1,1,1
98,1,41,8,2,5,6,4,1,2023,1, ,1600,1, ,10, , , , ,10,6, , , , , , , 
4,1,34,8,1,1,4,4,1,2023,4,1,1600,1, ,9,8,4,98,10,9,7, , , , , , , 
98,1,51,3,2,3,7,4,1,2023,1, ,1500,1, ,8,8,4,98,9, ,8, , , , , , , 
1,1,60,6,2,6,7,3,1,2024,6, , ,1, ,10,9,3,98,10,10,10, , , , , , , 
98,1,50,8,2,5,8,6,1,2024,4,1,2000, , ,7,6,4,6,7, ,7, , , , , , , 
3,1,43,4,2,5,9,7,1,2023,4,1,1600,1,6,8,10,10,1,8,9,8, , , , , , , 
5,1,57,1,2,5,10,6,1,2024,4,1,1600,1, ,5,7,8,98,9,9,3, , , , , , , 
98,1,45,12,2,5,3,3,1,2024,4,1,1600,1, ,8,7,2,6,7, ,6, , , , , , , 
1,1,61,1,2,7,10,7,1,2024,1, ,2500,3, ,1,1,4,6,1, ,1, , , , , , , 
98,1,59,4,2,6,4,2,1,2024,1, ,2000,1, ,8,8,4,3,8,8,8, , , , , , , 
3,1,53,5,2,6,10,5,1,2023,1, ,3500,1, ,9,9,1,5,9,9,9, , , , , , , 
3,1,47,15,2,5,8,8,1,2024,1, ,3800,3, ,6,8,10,1,7,8,8, , , , , , , 
98,1,57,8,2,6,12,10,1,2024,1, ,2500,3, ,8,9,2,6,9,9,8, , , , , , , 
98,1,67,6,2,7,7,5,1,2023,4,1,1600,1, ,8, ,1,6,9,8,8, , , , , , , 
3,1,62,8,2,7,99,99,1,2024,1, ,3600,3, ,6,10,8,98,10,9,5, , , , , , , 
98,2,68,5,2,6,9,3,1,2023,1, ,1000,1, ,10, , , , ,10,10,1,1,1,1,1,1,1
1,1,33,8,2,3,6,3,1,2023,1, ,2000,1, ,9,9,9,1,10,9,9, , , , , , , 
3,1,50,8,2,5,7,7,1,2023,1, ,2500,1,5,7,8,12,3,9,8,7, , , , , , , 
2,1,62,1,2,7,10,10,1,2023,1, ,3500,3, ,5, ,2,98,7, ,5, , , , , , , 
1,1,62,3,2,6,13,13,1,2023,5, , , , ,8,9,3,3,9,9,8, , , , , , , 
98,1,50,8,2,5,10,7,1,2023,1, ,3300,3, ,9,9,98,98,8,9,8, , , , , , , 
98,1,61,2,2,6,3,3,1,2024,1, ,2500,3, ,8,8,2,6,9,9,8, , , , , , , 
98,1,63,10,2,7,3,3,1,2024,1, ,1600,1, ,8, ,1,6,10,10,8, , , , , , , 
98,1,38,8,2,4,3,99,1,2023,4,1,1600,1,7,9,9, , , ,9,9, , , , , , , 
1,1,40,4,2,5,3,3,1,2023,5, , , , ,8,8,3,98,10,10,10, , , , , , , 
98,1,55,1,2,6,9,6,1,2023,1, ,2500,3,5,9, ,12,6,9, ,9, , , , , , , 
98,1,45,1, , , , ,1,2023,1, ,2000,3, ,8,8,4,98,8,8,8, , , , , , , 
98,1,46,10,2,3,4,2,1,2024,1, ,2500,1,5,10, ,2,98,10, ,9, , , , , , , 
98,1,51,11,2,6,11,4,1,2023,5, , , , ,5,5,1,6,5, ,5, , , , , , , 
98,1,51,8,2,5,6,5,1,2024,5, , , , ,8,8,12,98,10,8,7,1,2,1,2,1,1,1
98,1,46,8,2,5,8,5,1,2024,2, ,3500,1, ,8,8,2,98,8, ,8, , , , , , , 
4,1,49,6,2,4,7,5,1,2023,1, ,3500,1,9,7,8,2,2,9,9,9, , , , , , , 
5,1,64,8,2,6,9,5,1,2024,4,1,1600,1,5,6,7,4,6,7,5,5, , , , , , , 
98,1,44,8,2,5,4,4,1,2023,1, ,2000,3, ,10,9,9,6,9,9,10, , , , , , , 
1,1,30,8,1,1,3,3,1,2024,1, ,2000, , ,9,10,6,5,9,9,9,2,1,1,2,1,1,1
98,1,45,1,2,4,10,6,1,2023,4,1,1600,1, ,7, ,12,98,8, ,7, , , , , , , 
98,1,56,10,2,5,7,7,1,2023,4,1,1600,1,5,7, ,3,6,10,10,10, , , , , , , 
98,1,37,13,2,4,5,3,1,2023,1, ,2000,1, ,6,8,4,7,7, ,5, , , , , , , 
5,1,54,10,2,6,6,5,1,2024,4,1,1600,1,5,8, ,3,6,9, ,9, , , , , , , 
98,1,59,13,2,6,7,7,1,2023,4,1,1600,1,7,3, , , , ,6,3, , , , , , , 
98,1,59,8,2,6,5,4,1,2024,1, ,1300,1, ,7,7,4,98,8,9,8, , , , , , , 
5,1,56,17,2,5,5,5,1,2023,1, ,1300,1, ,10,10,8,4,10,10,9, , , , , , , 
98,1,51,13,2,6,5,3,1,2023,1, ,2500,1,5,9,9,98,6,10,10,9, , , , , , , 
98,1,52,8,97,6,7,4,1,2023,1, ,2200,1,5,5,8, , , ,7,7, , , , , , , 
98,1,59,4,97,1,5,5,1,2024,2, ,3500,1,2,8, ,2,6,10,6,9, , , , , , , 
98,1,44,1,1,1,5,5,1,2023,1, ,1600,1, ,10,8,4,98,10,10,10, , , , , , , 
1,1,44,1,2,5,10,5,1,2024,4,1,1600,1,7,10,10,98,6,10,10,10, , , , , , , 
98,2,38,9,2,4,6,2,1,2023,1, ,1600,1, ,7,8,4,1,8,8,8, , , , , , , 
98,1,58,4,2,5,6,4,1,2024,4,1,1600,1,5,9,9,2,7,10,9,9, , , , , , , 
98,2,34,3,1,6,7,3,1,2024,1, ,2000,3, ,6, ,3,98,7, ,6, , , , , , , 
98,1,62,1,2,6,6,1,1,2024,1, ,1600,1, ,8, ,3,7,7,5,8, , , , , , , 
98,1,59,3,2,6,12,12,1,2024,1, ,3000,3, ,8,8,2,4,8, ,7, , , , , , , 
98,1,38,3,1,1,4,4,1,2023,1, ,1600,1, ,1, ,11,98,1,5,1, , , , , , , 
98,1,67,3,2,7,99,99,1,2023,1, ,1500,3, ,7,8,4,98,9,9,6, , , , , , , 
1,1,68,10,2,7,5,5,1,2023,4,1,1600,1,6,7, ,12,3,9,8,6, , , , , , , 
98,1,55,8,2,6,6,5,1,2023,2, ,2000,1,5,9,7,4,4,9,9,9, , , , , , , 
98,1,49,8, , , , ,1,2024,1, ,1000, ,5,10, ,98,97,10,10,10, , , , , , , 
4,1,58,8,2,6,10,6,1,2023,1, ,1300,1, ,7,10, , , ,10,10, , , , , , , 
98,1,48,1,2,5,5,5,1,2023,3, ,2000,1, ,8,7, , , ,8,8, , , , , , , 
98,1,46,1, , , , ,1,2024,1, ,3800,1,7,9,8,4,98,9,8,10, , , , , , , 
98,1,62,1,2,7,9,5,1,2023,4,1,1600,1, ,7, ,3,6,9,9,3, , , , , , , 
98,1,64,15,2,7,4,4,1,2024,1, ,1600,1, ,9,9,2,6,10,10,9, , , , , , , 
98,1,43,8,2,4,11,8,1,2024,1, ,2500,1,5,2, ,10,98,2,2,2, , , , , , , 
98,1,57,4,2,6,6,6,1,2024,4,1,1600,1, ,8,9,2,6,9, ,6, , , , , , , 
4,1,56,8,2,6,8,3,1,2023,1, ,3000,3, ,8,8,4,2,8,8,8, , , , , , , 
98,1,58,5,2,6,10,8,1,2023,4,1,1600,1, ,8, ,1,6,8,7,7, , , , , , , 
98,2,34,6,1,1,3,3,1,2024,4,1,1600,1, ,9,9,11,6,8, ,8, , , , , , , 
5,1,45,8,2,4,11,11,1,2024,1, ,2500,3, ,6, ,2,5,7,4,5, , , , , , , 
98,1,47,10,2,5,11,10,1,2023,1, ,2500,3,5,9, ,2,98,9,8,8, , , , , , , 
2,2,49,8,2,6,8,1,1,2023,1, ,1200,1, ,7,7,10,7,8,8,7, , , , , , , 
98,1,55,3,2,5,11,5,1,2024,5, , , , ,7,8,4,97,7,8,3, , , , , , , 
98,1,61,10,2,7,9,6,1,2023,1, ,1500,1, ,7,7,5,6,8, ,8, , , , , , , 
5,1,48,1,2,3,11,4,1,2024,1, ,2500,1, ,10,8,4,7,10,10,10, , , , , , , 
98,2,46,2,97,5,8,8,1,2023,1, ,3000,3, ,8,8,4,7,8,7,7, , , , , , , 
98,1,40,10,2,4,7,4,1,2024,1, ,2000,3, ,9,10, , , , ,4, , , , , , , 
98,1,54,8,97,1,5,5,1,2024,1, ,2000,3, ,7, ,10,6,10,10,9,1,1,1,1,1,2,1
5,2,42,15,2,5,7,3,1,2024,4,1,1600,1,6,10,8,4,98,10,10,6, , , , , , , 
98,1,43,8,2,4,8,7,1,2023,5, , , , ,7,7, , , ,7,6,2,2,2,1,1,1,1
98,2,47,10,2,5,3,2,1,2024,3, ,2200,2,5,9,9,3,6,9,9,9, , , , , , , 
98,1,52,13,2,5,9,9,1,2024,1, ,2900,3, ,10,10,3,2,10,10,10, , , , , , , 
98,1,54,12,2,6,5,4,1,2024,4,1,2000, , ,9,9,4,4,9, ,9, , , , , , , 
98,1,37,15,1,1,3,3,1,2023,5, , , , ,3,8, , , ,3,3,1,1,1,2,1,1,1
98,1,43,8,2,2,4,4,1,2024,5, , , , ,7,10,2,98,9, ,9, , , , , , , 
98,1,56,1, , , , ,1,2023,5, , , , ,7,7,4,4,8,8,8, , , , , , , 
98,1,44,10,1,1,2,2,1,2023,4,1,1600,1, ,10, ,3,6,10, ,8, , , , , , , 
98,2,57,14,2,6,5,4,1,2024,1, ,1600,1, ,10,8,3,4,10,10,10, , , , , , , 
98,2,30,8,2,4,4,2,1,2024,1, ,1500,1, ,6,8,4,98,9,9,6, , , , , , , 
4,2,39,10,2,5,6,1,1,2023,4,1,1600,1, ,6, ,2,1,8,8,7, , , , , , , 
98,2,43,15,1,7,7,3,1,2024,4,1,1600,1, ,5, ,1,98,9,7,4, , , , , , , 
98,1,29,10,1,1,5,5,1,2023,1, ,1600,1, ,10,10, , , ,10,10, , , , , , , 
98,1,56,3,2,7,5,4,1,2023,3, ,2200,2, ,8,9, , , ,8,8,1,1,1,1,1,1,1
98,2,68,1,2,7,11,10,1,2024,1, ,3000,3, ,9,10,4,6,10,10,10, , , , , , , 
5,1,38,12,2,4,6,2,1,2023,1, ,2500,1,6,8,9,4,6,9,10,9, , , , , , , 
98,1,41,3,2,5,6,4,1,2023,1, ,2500,1, ,6,6,3,98,5,6,6, , , , , , , 
98,1,47,8,2,3,6,6,1,2024,1, ,1600,1, ,10, ,98, , , ,10, , , , , , , 
98,1,44,2,1,6,10,6,1,2024,3, ,2000,1, ,9,10,11,1,10,10,10, , , , , , , 
1,2,40,10, , , , ,1,2023,1, ,2500,3, ,6,6,3,6,6,6,6, , , , , , , 
1,1,63,11,2,6,12,7,1,2024,1, ,2500,3, ,9,10,2,6,10,10,10, , , , , , , 
98,2,31,1,1,1,99,99,1,2024,4,2,3500,3, ,7,3, , , ,8,5, , , , , , , 
98,2,50,8,2,3,6,98,1,2024,4,1,1600,1, ,8,5, , , ,8,7, , , , , , , 
98,1,45,9, , , , ,1,2023,1, ,1600,1, ,9,10,4,4,10,9,9, , , , , , , 
98,2,51,5, , , , ,1,2023,1, ,1600,1, ,8,8,3,3,9,8,7, , , , , , , 
98,1,52,8,2,3,7,7,1,2024,1, ,1600,1, ,9, ,3,3,10,10,10, , , , , , , 
98,1,35,8,2,4,5,1,1,2023,4,1,1600,1,6,10,10,3,98,10,10,10, , , , , , , 
98,1,52,8,2,5,8,8,1,2024,1, ,2500,1, ,10,10,4,1,10,10,10, , , , , , , 
1,1,48,8,2,5,10,1,1,2023,1, ,3000,2, ,8, ,2,5,8,8,7, , , , , , , 
98,2,67,4,2,7,6,4,1,2024,4,1,1600,3,6,9,9,3,6,10,10,10, , , , , , , 
98,1,37,5,2,4,8,8,1,2023,1, ,3800,3, ,5,10,4,6,7,8,5, , , , , , , 
98,2,47,11,1,1,9,9,1,2024,4,1,1600,3, ,9, ,3,97,9,8,8, , , , , , , 
98,2,60,15,2,6,5,5,1,2024,1, ,1600,1, ,8,8,10,7,8,8,8, , , , , , , 
98,1,65,4,2,6,5,4,1,2024,4,1,2000,1, ,10,10,4,3,10,10,10, , , , , , , 
98,1,52,8,97,1,5,5,1,2023,3, ,2200,1,7,10,6,3,2,8,9,9,1,1,1,1,1,1,1
98,2,55,1,97,1,3,3,1,2024,4,1,2500,1, ,10,10,4, , , ,7, , , , , , , 
98,1,57,14,2,2,4,2,1,2024,1, ,2500,3, ,7,8,4,6,8,8,7, , , , , , , 
4,1,61,3,2,6,5,2,1,2023,3, ,2200,1,11,9,9,3,6,9,9,9, , , , , , , 
98,1,31,8,2,4,5,3,1,2024,5, , , , ,9,8,9,98,6,8,7,2,1,1,1,2,1,1
98,2,31,5,1,6,5,2,1,2023,1, ,1000, ,5,6, ,11,4,6, ,5, , , , , , , 
98,1,68,9, , , , ,1,2023,4,1,1600,3,7,8, , , , ,8,8, , , , , , , 
4,2,42,4,2,5,7,1,1,2024,3, ,2000,3, ,8,8,4,1,8,8,8, , , , , , , 
98,1,48,8,2,3,8,5,1,2024,1, ,1300,1, ,10,10,10,6,10,10,10, , , , , , , 
98,1,49,8,2,3,4,4,1,2023,3, ,2000,1, ,5, , , , , ,5, , , , , , , 
1,1,35,1,1,1,3,3,1,2023,1, ,2500,1,5,10,10,6,2,9, ,10, , , , , , , 
98,2,63,9,2,6,5,2,1,2024,1, ,1600, , ,10,10,3,3,10,10,10, , , , , , , 
2,1,32,8,1,6,11,4,1,2023,5, , , , ,8,8,11,4,7,7,7,1,1,1,1,1,1,1
98,1,57,13,97,1,4,4,1,2023,4,1,1600,1, ,6,9,8,6,10,9,5, , , , , , , 
5,1,56,2, , , , ,1,2023,5, , , , ,9,9,3,3,10,9,9, , , , , , , 
98,1,49,1,2,5,8,7,1,2024,1, ,2000,3, ,4,6,5,98,4,6,3, , , , , , , 
5,1,37,8,2,2,11,6,1,2023,1, ,2000,1, ,6,7,4,1,5,7,5, , , , , , , 
5,1,26,4,1,6,3,98,1,2023,1, ,2000,1, ,7,7,11,98,8,8,7, , , , , , , 
1,1,26,15,1,6,11,4,1,2023,5, , , , ,10, ,98, , , ,10,2,1,1,1,1,1,1
5,1,46,8,2,5,9,9,1,2023,1, ,2000,3, ,3,7,11,2,8,5,2, , , , , , , 
98,1,37,1,2,3,13,11,1,2023,1, ,2000,3, ,9,10,10,98,10,9,8, , , , , , , 
98,1,36,14,1,1,3,3,1,2024,5, , , , ,8,8,12,98,8, ,7,1,1,1,1,2,1,1
2,2,39,1,2,2,12,9,1,2024,4,1,2000,3, ,6,6,9,3,10,8,8, , , , , , , 
98,1,42,8,2,4,9,4,1,2023,3, ,2000,3, ,6,7,9,98,7,9,5, , , , , , , 
98,1,47,5,2,5,7,4,1,2024,1, ,2000,1, ,9,9,9,1,9,9,9, , , , , , , 
98,1,60,1,2,6,8,8,1,2024,1, ,2000,3, ,8,8,3,4,9,8,8, , , , , , , 
98,1,59,8,2,7,10,6,1,2024,1, ,2000,3, ,8,8,2,4,9,9,8, , , , , , , 
5,2,47,3,2,6,3,1,1,2023,3, ,2200,3, ,10, ,3,97,10,10,10, , , , , , , 
2,1,67,1,2,6,8,99,1,2024,1, ,2000,3, ,5,7,11,3,8,6,6, , , , , , , 
98,1,33,14,2,4,6,6,1,2024,1, ,3000,2, ,9,9,10,98,10,8,7,1,1,1,1,1,1,1
98,1,54,8,2,5,11,8,1,2024,1, ,2000,3, ,7,7,4,98,7,7,7, , , , , , , 
4,2,45,5,2,5,8,8,1,2023,4,1,2000,3, ,8,7,4,1,9,8,8, , , , , , , 
98,2,29,1,1,1,3,3,1,2023,1, ,2000,3, ,9,9, , , ,9,6, , , , , , , 
98,1,39,1,97,4,6,6,1,2023,1, ,2000,3, ,8,8,10,1,8,9,9, , , , , , , 
5,2,34,8,1,1,3,3,1,2023,1, ,2000,3, ,8,8,2,4,9,8,10, , , , , , , 
98,1,49,15,2,5,11,11,1,2024,1, ,2000,3, ,10,10,4,1,10,10,10, , , , , , , 
2,1,46,2,2,5,99,99,1,2023,4,2,2000,3, ,4,3,4,98,1,4,3, , , , , , , 
98,1,41,5,1,6,10,5,1,2023,5, , , , ,6, , , , , ,5,1,1,1,1,2,1,1
98,1,28,8,1,6,10,5,1,2023,1, ,2000,3, ,7,8, , , ,7,5, , , , , , , 
98,1,40,8,2,2,7,4,1,2023,1, ,2000,3, ,5,8,4,7,6,7,4, , , , , , , 
98,1,48,13,2,5,11,7,1,2024,1, ,2000,1, ,8,9,2,2,9,9,9, , , , , , , 
5,1,42,8,2,5,11,10,1,2023,1, ,3000,3, ,6,8,3,7,8,8,6, , , , , , , 
98,1,51,1,2,5,7,7,1,2023,5, , , , ,6, ,10, , ,9,10,1,1,1,1,1,1,1
98,1,36,2,1,6,7,4,1,2024,1, ,2000,3, ,8,9,3,4,9,9,9, , , , , , , 
5,1,39,8, , , , ,1,2023,1, ,2000,3, ,8,8,4,6,8,8,6, , , , , , , 
2,1,34,8,1,1,5,5,1,2023,1, ,3000,3, ,10,10,3,3,10,10,10, , , , , , , 
98,2,64,15,2,6,8,3,1,2023,4,1,2000,3, ,6,7,3,97,4,6,1, , , , , , , 
98,1,27,4,1,1,4,4,1,2023,1, ,2000,1, ,9,9,11,98,9,9,9, , , , , , , 
98,1,37,12,1,1,5,5,1,2023,1, ,2000,3, ,5,7,3,97,6,7,5, , , , , , , 
98,2,45,11,1,1,10,10,1,2024,1, ,2000,1, ,6,7,3,98,7,5,4, , , , , , , 
5,1,25,8,1,1,13,13,1,2023,1, ,2000,3, ,7,10,12,4,10,10,7, , , , , , , 
5,2,38,1,2,3,12,11,1,2023,1, ,3000,1, ,7,7,3,4,8,6,7, , , , , , , 
98,1,34,8,2,4,10,6,1,2024,1, ,3000,3, ,8,9,4,1,10,10,10, , , , , , , 
98,2,37,12,1,4,13,3,1,2024,1, ,2400,3, ,9,10,4,2,9,9,9, , , , , , , 
98,1,44,8,2,3,12,9,1,2023,1, ,2000,1, ,8,8,4,98,9,8,8, , , , , , , 
98,1,35,6,2,4,7,4,1,2024,1, ,3000,3, ,9, ,3,98,10, ,9, , , , , , , 
98,1,53,12,2,6,10,10,1,2023,4,2,2000,1, ,9,10,4,4,10,9,9, , , , , , , 
98,1,38,8,2,4,13,10,1,2024,1, ,2000,3, ,7,9,3,3,8,7,4, , , , , , , 
2,1,34,5,2,4,5,3,1,2024,5, , , , ,10,10,4,1,10,10,10, , , , , , , 
98,1,40,4,2,3,6,4,1,2023,3, ,2000,3, ,10,10,10,7,10,10,10, , , , , , , 
4,1,55,15,2,6,9,9,1,2024,3, ,2200,3, ,8,10,11,7,9,9,5, , , , , , , 
98,1,38,1,1,6,11,10,1,2023,1, ,2000,1, ,8,8,98,7,8,8,8, , , , , , , 
5,1,44,8,2,5,7,4,1,2023,1, ,2000,1, ,6,8,3,98,9,8,6, , , , , , , 
98,1,33,17,1,1,6,6,1,2024,5, , , , ,7, , , , ,10,6,1,1,1,1,1,1,1
98,1,33,8,2,2,6,3,1,2024,5, , , , ,7,8, , , ,8,7,1,1,1,1,1,1,1
98,1,53,4,2,6,7,5,1,2023,1, ,3000,3, ,8,7,10,1,9,9,8, , , , , , , 
2,2,51,8,2,5,8,3,1,2023,1, ,2000,1, ,6,9, , , ,7,7, , , , , , , 
98,1,39,2,2,2,11,10,1,2023,1, ,2000,3, ,5,8,98,4,9,10,10, , , , , , , 
1,1,50,8,2,5,8,6,1,2023,5, , , , ,8,9,10,3,8,9,6, , , , , , , 
98,1,43,1,2,3,8,6,1,2024,1, ,2000,1, ,8,10,98,3,10,10,10, , , , , , , 
98,2,27,9,1,6,99,4,1,2024,1, ,2000,1, ,8,8,3,1,8,9,8, , , , , , , 
3,1,48,15,2,5,10,6,1,2024,5, , , , ,6,8,2,98,6,6,4,1,1,1,2,2,1,1
98,1,34,8,2,4,10,10,1,2023,1, ,2000,3, ,8, ,3,98,8,9,9, , , , , , , 
98,1,53,8, , , , ,1,2024,5, , , , ,7,6,8,97,7,8,7, , , , , , , 
98,1,49,4,2,5,7,7,1,2024,1, ,2000,3, ,8,7,3,6,8,8,6, , , , , , , 
98,1,45,8,1,1,11,11,1,2023,1, ,2000,3, ,4,7,4,6,7,7,4, , , , , , , 
98,1,39,11,2,3,7,99,1,2024,1, ,2000,1, ,5, ,98,98,6,6,5, , , , , , , 
5,2,40,16,2,4,5,1,1,2023,5, , , , ,8,8, , , ,8,7, , , , , , , 
1,1,55,1,2,6,11,11,1,2024,1, ,3000,2, ,9,9,11,2,10,10,9, , , , , , , 
98,1,37,12,2,4,4,4,1,2024,5, , , , ,6,7,4,98,6,7,3, , , , , , , 
98,1,39,10,2,3,6,6,1,2023,3, ,2000,3, ,4,6,3,98,6, ,6, , , , , , , 
98,2,32,1,2,2,7,2,1,2024,1, ,2000,1, ,7,7,4,6,7, ,6, , , , , , , 
5,1,54,8,2,6,11,5,1,2023,3, ,2000,3, ,10,10,4,4,10,10,10, , , , , , , 
5,1,65,4,2,7,5,5,1,2023,5, , , , ,9,9,3,3,9, ,8, , , , , , , 
98,2,57,1,2,6,11,10,1,2023,1, ,2000,3, ,9,8,4,3,10,7,8, , , , , , , 
98,1,50,1,2,6,10,10,1,2024,1, ,2000,3, ,4,4,10,4,5,3,4, , , , , , , 
98,1,39,13,1,1,6,6,1,2024,3, ,2000,1, ,5, ,6,97,7,6,5, , , , , , , 
2,1,56,8,2,6,10,5,1,2023,1, ,2000,3, ,5,10,8,6,10,10,5, , , , , , , 
5,1,38,3,1,1,5,5,1,2023,5, , , , ,4, , , , , ,6,1,1,1,1,1,1,1
4,1,36,9,2,4,10,6,1,2023,1, ,2000,1, ,7,9,3,1,8,9,5, , , , , , , 
3,1,36,12,2,4,8,4,1,2023,5, , , , ,7, ,8,7,6,5,5,2,1,1,1,1,1,1
98,1,36,1,1,1,11,11,1,2023,5, , , , ,6, , , , , ,2,1,1,1,2,2,1,1
4,2,55,8,2,3,5,2,1,2023,1, ,2000,1, ,10,10, , , ,10,10, , , , , , , 
98,1,37,8,97,1,5,5,1,2024,1, ,2000,1, ,9,9,4,98,8, ,9, , , , , , , 
5,1,29,3,1,1,4,4,1,2023,5, , , , ,5,10,9,98,10,10,10,1,1,1,1,1,1,1
98,1,54,8,2,5,8,6,1,2024,5, , , , ,8,7, , , ,8,8,1,1,2,1,2,1,1
98,1,41,3,2,5,9,4,1,2024,1, ,2000,1, ,9,10,4,4,10,10,7, , , , , , , 
98,1,60,1,2,6,8,6,1,2024,1, ,2000,1, ,10,10,4,1,10,10,10, , , , , , , 
3,1,31,8, , , , ,1,2023,1, ,2000,3, ,8,8,4,5,7,7,8, , , , , , , 
4,1,44,5, , , , ,1,2023,1, ,3000,3, ,5, ,10,98,5,5,5, , , , , , , 
98,2,49,1,1,1,11,11,1,2023,1, ,2300,3, ,8,8,2,3,8,9,8, , , , , , , 
98,1,47,1,2,5,10,10,1,2023,1, ,2000,1, ,9, ,4,4,10,8,9, , , , , , , 
98,2,29,1, , , , ,1,2023,1, ,2000,3, ,7,8,9,2,8, ,6, , , , , , , 
5,1,70,1,2,7,5,5,1,2024,1, ,1500,1, ,4, ,8,4,6,6,1, , , , , , , 
98,2,32,8,2,2,8,4,1,2024,1, ,2000,3, ,10,10,9,3,10,10,10, , , , , , , 
98,1,34,1,1,1,6,6,1,2023,5, , , , ,8, ,12,98,8,8,8,1,1,1,1,1,1,1
98,1,55,8,2,6,6,5,1,2024,4,2,2000,3, ,7,7,4,4,7,6,6, , , , , , , 
98,2,33,3,2,4,8,3,1,2024,1, ,2000,3, ,10,9,4,3,10, ,10, , , , , , , 
98,1,53,1,2,5,11,7,1,2023,5, , , , ,5,9,4,4,9,9,7, , , , , , , 
98,1,37,15,1,1,3,3,1,2023,1, ,1400,1, ,8,10,11, , ,9,9, , , , , , , 
98,2,40,10,1,1,4,4,1,2024,1, ,2000, , ,4,7,4,6,6,7,5, , , , , , , 
5,1,27,3,1,6,13,4,1,2023,1, ,2000,1, ,5,6,2,5,5,5,3, , , , , , , 
98,1,53,9,2,5,11,7,1,2024,1, ,2000,3, ,10,10, , , ,10,10, , , , , , , 
98,2,44,8,2,5,9,5,1,2024,1, ,2000,3, ,9,9,3,4,9,10,9, , , , , , , 
5,1,45,12,1,1,4,4,1,2023,1, ,2000,1, ,6,9,4,7,10,10,5, , , , , , , 
98,1,31,1,1,1,5,5,1,2023,1, ,2000,1, ,8,8,10,1,7,6,7, , , , , , , 
98,1,51,1,2,6,12,11,1,2024,1, ,3300,3, ,8,9,3,1,9,9,9, , , , , , , 
98,2,39,6, , , , ,1,2023,5, , , , ,8, , , , ,8,8,2,1,1,1,2,1,1
98,1,44,1,2,3,9,8,1,2024,1, ,3000,3, ,7,7,10,1,8,8,7, , , , , , , 
98,1,38,2,2,2,12,11,1,2023,1, ,2000,3, ,8, ,4,1,10,10,10, , , , , , , 
98,1,33,15,2,4,5,3,1,2024,5, , , , ,6, ,8,6,10, ,1,1,1,1,1,2,1,1
3,1,57,2,2,6,10,8,1,2024,1, ,2000,1, ,8,9,10,98,8,9,6, , , , , , , 
98,1,41,4,2,4,8,6,1,2023,5, , , , ,5,5,12,98,8,5,5,1,1,1,1,2,1,1
98,1,34,11,2,4,9,9,1,2023,1, ,2000,3, ,9,10,4,98,10,10,3, , , , , , , 
98,1,54,2,2,6,7,7,1,2023,1, ,3000,3, ,6,10,3,7,10,10,8, , , , , , , 
98,1,36,8,1,1,5,5,1,2024,1, ,2000,1, ,8,8,2,7,8,8,8, , , , , , , 
98,1,46,12,2,3,5,3,1,2023,1, ,2000,3, ,4,7,12,98,6,6,4, , , , , , , 
98,1,39,8,2,5,8,8,1,2024,1, ,2000,1, ,9,9,10,3,9,10,6, , , , , , , 
3,2,48,8,1,1,99,99,1,2023,3, ,2000,3, ,9,9,4,97,10,10,10, , , , , , , 
5,2,53,1,2,5,11,4,1,2023,1, ,2400,1, ,7,8,4,3,9,7,5, , , , , , , 
2,1,49,8,2,5,12,10,1,2023,1, ,3000,2, ,9,7,2,98,10,8,8, , , , , , , 
98,2,27,13, , , , ,1,2023,1, ,2000,1, ,5, ,10,2,6,5,5, , , , , , , 
98,1,50,4,2,5,11,10,1,2024,5, , , , ,4,6, , , , ,4,2,2,1,2,2,1,1
5,1,55,8,2,6,10,10,1,2023,1, ,2000,3, ,9,5,4,4,9,9,9, , , , , , , 
98,1,35,14,2,4,5,5,1,2024,1, ,2000,3, ,9,10,8,2,9,9,8, , , , , , , 
