SQ03,SQ04,SQ0502,SQ06,DQ02,DQ04,DQ08,DQ0801,Q010101,Q01010201,Q0119,Q01190100,Q0117,Q0120,Q012001,Q480101,Q480102,Q480103,Q480104,Q480105,Q480106,Q480107,Q480108,Q490101,Q490102,Q490103,Q490104,Q490105,Q490106,Q490107,Q490108
4,1,45,1,1,1,5,5,2,2019,1, ,2000, , ,7,5,2,3, , , , ,1,1,1,2,2,2,2,1
98,1,52,4,2,3,7,4,1,2020,3, ,2200,2,5,7,5,3, , , , , ,1,2,1,2,2,2,2,2
98,1,65,8,2,6,6,2,1,2024,1, ,1600, , ,3,2,5, , , , , ,1,2,2,2,2,2,2,1
3,1,52,1,1,1,3,3,1,2014,1, ,1000, ,5,2, , , , , , , ,1,2,2,2,2,2,2,1
3,1,48,8,2,5,6,4,1,2014,1, ,1600, , ,2,3, , , , , , ,1,2,2,2,2,2,2,1
1,2,44,1,2,5,10,3,1,2015,2, ,3300,1, ,5, , , , , , , ,1,1,1,2,2,1,2,2
5,1,43,10,2,5,8,6,1,2013,3, ,2000,1, ,3,2,7,5, , , , ,1,2,1,2,1,2,2,1
4,2,43,1,1,1,3,3,2,2013,1, ,1600, , ,6, , , , , , , ,1,1,1,2,2,2,2,1
98,1,45,12,2,5,5,3,2,2020,3, ,2000,1, ,5, , , , , , , ,1,2,2,2,2,2,2,2
4,1,45,15,1,7,4,3,2,2020,3, ,1600,1, ,5, , , , , , , ,1,2,2,2,2,2,2,1
98,1,50,12,2,5,6,4,1,2015,3, ,2000,1,7,5,3, , , , , , ,1,2,2,2,2,2,2,1
2,1,60,8,2,3,3,3,1,2015,2, ,2000,1,7,5,2, , , , , , ,1,2,2,2,2,2,2,1
4,1,55,14,2,5,10,8,1,2017,1, ,3300,3, ,3,1,5,7, , , , ,2,2,1,2,2,1,2,1
1,1,56,4,2,6,6,3,1,2015,1, ,1600, , ,4,3, , , , , , ,2,2,1,2,1,2,2,1
5,1,59,11,2,6,10,9,2,2020,4,1,2400,1, ,6,2,7,3,5, , , ,1,1,1,2,2,2,2,1
4,1,32,5,1,1,2,2, , , , , , , ,6,1,5,3,8, , , ,1,2,1,2,2,2,2,1
5,2,47,7,2,5,9,4,1,2017,1, ,2000,1,5,2, , , , , , , ,2,1,2,2,2,2,2,1
98,1,41,12,1,6,3,3,1,2018,2, ,2000, , ,4,5,3, , , , , ,1,2,1,2,2,2,2,1
98,1,44,17,2,5,5,3,1,2019,3, ,2200,1,5,3,5, , , , , , ,1,2,1,1,2,1,2,1
98,1,44,8,2,5,10,6,1,2022,4,1,1600,1,6,1,8,4,3,7,5, , ,1,2,1,1,1,1,1,2
4,1,42,1,2,5,11,10,1,2014,3, ,1600,1, ,5,3,2, , , , , ,2,2,2,2,2,2,2,1
98,1,68,8,2,7,6,4,1,2023,1, ,2000,1,5,1,5,4,3, , , , ,2,2,1,2,2,1,2,1
5,1,44,6,2,5,5,4,2,2021,1, ,2300,1, ,2,5,3, , , , , ,1,2,2,2,2,2,2,1
4,1,55,8,2,6,11,7,1,2022,1, ,1300,1, ,3,5, , , , , , ,1,2,1,2,2,1,1,1
4,1,47,2,1,1,2,2, , , , , , , ,5,2,3, , , , , ,1,2,1,1,2,2,2,1
98,2,49,9,2,6,5,2,1,2020,3, ,2200,2, ,3,5,2, , , , , ,1,2,1,1,2,1,2,1
1,1,51,1,2,6,8,7,1,2022,5, , , , ,5,4,6,7, , , , ,2,1,1,1,2,2,2,1
1,1,54,8,2,6,7,6,1,2014,1, ,3300,1, ,6,3,5,4,7,2, , ,1,2,1,2,2,1,2,2
4,1,51,12,1,6,6,4,2,2015,1, ,2000, , ,6,5, , , , , , ,1,2,1,2,2,2,2,1
4,1,56,15,2,6,5,5,2,2015,1, ,1600, , ,2, , , , , , , ,1,2,2,2,2,2,2,1
2,1,49,1,2,5,12,12,1,2013,4,1,3000,1, ,2, , , , , , , ,1,2,1,2,2,1,2,2
98,2,59,7,2,6,10,2,2,2013,3, ,2000,2, ,3,2, , , , , , ,1,1,2,2,2,1,2,1
3,1,48,8,2,5,6,6,1,2013,2, ,2000, , ,98, , , , , , , ,2,2,1,1,2,1,2,1
4,1,47,14,1,1,8,8,1,2019,1, ,2000, , ,4,8, , , , , , ,2,2,1,2,1,1,2,1
2,1,60,1,1,1,4,4,1,2022,1, ,1000,1, ,2,3, , , , , , ,1,1,2,2,2,2,2,1
98,1,45,8,2,5,7,99,1,2023,5, , , , ,98, , , , , , , ,1,2,1,2,2,2,2,1
3,1,68,1,2,7,5,4,1,2013,3, ,2000,2,5,3,2,5,7, , , , ,1,2,2,2,2,2,2,1
98,2,52,9,2,3,5,3,2,2014,3, ,2000,1, ,98, , , , , , , ,1,2,2,2,2,2,2,1
1,1,65,1,2,7,9,3,1,2022,1, ,2500,3, ,3,5,2, , , , , ,2,2,1,2,2,1,2,1
4,1,65,8,97,1,2,2,2,2014,1, ,1800, , ,2,3,7,5, , , , ,1,2,2,2,2,2,2,1
3,1,43,8,2,2,4,4,1,2013,3, ,2000, , ,2,3, , , , , , ,1,2,1,1,2,1,1,1
98,1,44,1,2,3,10,4,1,2021,1, ,3600,3, ,2,5,3, , , , , ,1,1,2,2,2,1,2,1
5,1,54,8,1,1,3,3,1,2013,3, ,2000,1,5,3, , , , , , , ,1,1,1,2,2,2,2,1
4,1,54,5,2,5,4,4,1,2013,2, ,2000, , ,2,3,5, , , , , ,2,2,2,2,2,1,2,1
1,1,64,1,2,6,6,5,1,2020,1, ,2400,3, ,5,2,1,3, , , , ,1,2,2,1,2,1,2,1
98,1,53,4,2,6,8,4,1,2017,1, ,2000, , ,7,3,2,5, , , , ,1,2,2,2,1,2,2,1
3,1,48,1,1,1,4,4,1,2018,1, ,1600, , ,3,2,5,1, , , , ,1,2,2,2,2,2,2,1
98,1,47,13,2,5,5,3,1,2016,3, ,2000,1,7,98, , , , , , , ,1,2,1,2,2,1,2,1
98,1,47,4,2,5,5,5,1,2018,1, ,1000, , ,6,7,1, , , , , ,1,2,2,2,1,2,2,1
1,1,52,1,2,6,11,10,1,2022,1, ,2500,1, ,5,1,8,3, , , , ,1,2,1,2,2,1,2,1
98,1,58,1,2,6,4,4,2,2023,2, ,3000,1, ,2,5,3, , , , , ,2,1,2,2,2,2,2,1
3,1,63,8,2,6,8,5,2,2013,1, ,1000, ,5,5, , , , , , , ,1,2,2,2,2,2,2,1
98,2,57,8,2,6,5,98,1,2018,1, ,3000,3, ,5,6,2,3, , , , ,2,2,1,1,2,1,2,2
98,1,37,8,1,1,3,3,2,2021,1, ,2000, , ,4,5,3, , , , , ,2,1,1,2,2,2,2,1
2,1,43,8,1,1,5,5, , , , , , , ,5,7,3,6, , , , ,1,1,1,2,1,2,2,2
4,1,50,1,2,5,11,11,1,2017,1, ,3000,1, ,1,4,7,6, , , , ,1,2,1,1,1,1,2,1
5,1,58,8,2,6,10,4,1,2013,1, ,3000,1, ,2,3,5,4, , , , ,1,2,1,1,2,1,2,1
2,1,47,11,1,1,10,10,1,2020,3, ,2200,1,5,5,7, , , , , , ,1,2,1,2,2,1,2,1
1,1,63,8,2,7,5,5,1,2017,1, ,3600,1, ,5,7,2,4, , , , ,1,2,1,2,2,1,2,2
3,1,66,8,2,6,11,4,1,2015,1, ,1600, , ,2,5,3, , , , , ,1,2,2,2,2,2,2,1
3,1,56,11,1,1,3,3,1,2014,1, ,1400, , ,5,3, , , , , , ,2,2,2,2,2,2,2,1
98,1,49,8,1,1,6,6,2,2020,1, ,1600,1, ,3, , , , , , , ,1,2,2,2,2,2,1,1
98,1,55,8,2,5,3,3,1,2013,3, ,2000,1, ,5,7,3,2, , , , ,1,2,1,2,2,1,2,2
98,1,65,6,2,7,10,4,1,2022,1, ,2500,3, ,1,2,3,7, , , , ,1,2,1,2,1,2,2,1
2,1,52,9,2,5,5,4,1,2022,5, , , , ,4,6, , , , , , ,1,2,1,1,1,2,1,1
3,1,56,4,2,6,9,6,1,2022,1, ,1600,1, ,5,3, , , , , , ,1,2,1,2,1,1,2,1
98,1,46,8,2,5,6,5,1,2020,3, ,2000,1, ,7,2, , , , , , ,1,2,2,2,2,2,2,1
98,1,71,1,2,7,3,3,1,2013,1, ,1600, , ,3, , , , , , , ,2,2,1,1,2,2,2,1
2,2,38,15,2,4,9,3,1,2015,3, ,2000,1, ,5,3,2, , , , , ,1,2,2,2,2,2,2,2
98,1,41,8,2,4,5,3,2,2019,1, ,1000, ,5,3,2, , , , , , ,1,2,1,2,2,2,2,1
2,1,54,1,1,6,8,8,1,2013,3, ,2400,1,7,5,2,3, , , , , ,1,1,2,2,2,2,2,1
1,1,41,3,1,6,13,13,1,2013,1, ,2000,1, ,7,2,3,4,5, , , ,1,2,1,2,2,1,1,2
98,1,44,1,1,1,4,4,1,2020,1, ,2200,1, ,3,2,5,7, , , , ,1,2,1,2,2,1,1,1
98,1,48,4,2,5,9,9,1,2019,3, ,3000,2,7,3,6, , , , , , ,1,2,1,2,2,1,1,1
2,1,60,6,2,6,10,3,1,2023,1, ,1600, , ,2,4,3,5, , , , ,1,1,1,2,2,1,2,1
4,1,50,6,2,5,7,4,1,2023,1, ,1000,1, ,2,3,7, , , , , ,1,1,1,1,2,1,2,1
4,1,60,5,2,6,10,6,1,2018,3, ,2200,1,5,5,6,4, , , , , ,2,1,1,1,2,2,2,1
98,2,53,9,2,6,6,2,1,2016,1, ,1000, , ,3, , , , , , , ,2,1,2,1,2,1,2,1
98,2,56,1,2,6,10,3,1,2013,3, ,2400,2,7,3,7, , , , , , ,2,1,1,2,2,2,1,1
4,2,56,12,1,1,1,1,1,2021,1, ,2500,1, ,5,3, , , , , , ,1,2,1,2,2,2,2,1
3,1,54,1,2,6,8,8,1,2021,1, ,1000, ,5,6,3,4, , , , , ,2,2,1,2,2,2,2,1
3,2,67,8,2,7,2,2, , , , , , , ,5,2, , , , , , ,1,2,1,2,2,2,2,1
2,1,29,3,1,6,6,98,2,2020,3, ,2000,1, ,98, , , , , , , ,1,2,1,2,2,2,2,1
4,1,52,8,2,6,10,10,1,2019,1, ,3000,1, ,3,5,2, , , , , ,1,2,1,1,2,2,2,1
98,1,50,8,2,6,7,3,1,2023,4,1,1600,1, ,3,2,5, , , , , ,1,2,1,2,2,1,2,2
1,1,44,4,2,5,5,4,1,2016,1, ,2000, , ,7,8,5, , , , , ,2,1,2,2,2,2,1,2
4,1,27,15,1,1,7,7,1,2022,1, ,3500,3, ,5,4,7, , , , , ,2,1,1,1,2,1,2,2
2,1,34,8,2,4,7,6, , , , , , , ,98, , , , , , , ,1,2,1,2,1,1,1,1
2,1,62,8,2,6,9,3,2,2018,1, ,2000, , ,5,2, , , , , , ,1,2,2,2,2,2,2,1
3,1,65,15,2,7,11,10,1,2022,3, ,2500,3, ,3,7, , , , , , ,1,2,1,1,1,2,1,2
3,1,50,1,2,5,9,6,1,2016,3, ,2000,1,5,2,3, , , , , , ,2,2,2,2,2,2,2,1
3,1,45,4,1,1,2,2,1,2015,3, ,2000,1, ,8,2, , , , , , ,1,2,1,1,2,1,2,1
98,1,26,8,1,6,7,1,1,2013,3, ,2000,1, ,3,4,2,8, , , , ,1,2,1,1,2,2,1,2
1,1,67,2,2,6,8,4,1,2021,3, ,2200,1,5,4,5,3, , , , , ,1,2,1,2,2,2,2,1
98,2,41,1,1,1,6,6,1,2016,3, ,2000,3, ,2, , , , , , , ,2,2,2,2,2,2,2,1
98,2,56,5,2,6,11,5,1,2022,1, ,3200,3, ,2,3,5, , , , , ,1,1,2,2,2,2,2,1
4,1,52,1,2,3,2,98,1,2014,1, ,2000, , ,5, , , , , , , ,1,2,2,2,2,1,2,1
98,1,65,4,2,6,5,4,1,2014,3, ,2000,1,5,5,6,3,2, , , , ,1,1,2,2,2,1,2,1
2,1,57,1,2,6,5,4,2,2021,4,1,2400,1, ,5,2,7,3, , , , ,1,2,2,2,2,1,2,2
98,1,44,1,1,1,7,7,1,2020,1, ,2500,3, ,2,3,5,1, , , , ,1,2,1,2,2,1,1,1
98,1,47,6,2,5,6,5,1,2018,3, ,2200,2,5,5,3,7, , , , , ,1,2,2,2,2,2,2,1
5,1,62,8,2,6,11,10,1,2016,3, ,2200,1,7,5, , , , , , , ,1,2,1,2,2,2,2,1
3,1,48,6,1,1,2,2, , , , , , , ,98, , , , , , , ,2,2,2,2,2,2,2,2
98,1,52,1,2,6,10,10,1,2024,4,1,1600,1,5,2, , , , , , , ,1,1,1,2,2,2,2,1
98,1,43,12,2,5,4,4,1,2017,1, ,1500, , ,3,5,7,4, , , , ,1,2,1,1,2,1,2,2
98,1,59,5,2,6,10,3,1,2020,2, ,1700,1,5,98, , , , , , , ,1,2,2,2,2,2,2,2
5,2,26,8,1,6,5,3,2,2020,1, ,1000, , ,2, , , , , , , ,1,1,1,1,1,2,2,1
2,1,36,1,2,4,6,5,1,2015,1, ,2400, , ,3,4,5,8,1, , , ,1,2,1,1,2,1,2,2
4,1,68,15,2,7,2,2,1,2013,1, ,1600, , ,3,5,2, , , , , ,1,1,2,2,2,2,2,1
2,1,44,7,2,5,6,6,1,2022,4,1,1600,1,7,1, , , , , , , ,1,2,1,2,2,2,2,1
4,1,46,8,2,5,9,5,1,2022,4,1,1600, , ,3,2, , , , , , ,1,1,1,2,1,2,2,1
3,1,44,1,1,1,6,6,1,2023,4,1,1600,1, ,3,7, , , , , , ,2,1,1,2,1,1,2,2
5,1,55,8,2,6,7,7,1,2020,4,1,2000, , ,3,5, , , , , , ,1,2,1,2,2,1,2,1
1,1,46,2,2,2,6,4,1,2024,1, ,1500,1, ,3, , , , , , , ,1,2,1,2,2,1,2,1
2,2,55,7,2,6,11,1,1,2024,1, ,1600,1, ,2,5,7,3, , , , ,1,1,1,2,2,2,2,1
5,2,38,1,2,4,3,98,1,2022,4,1,1600,1, ,2,5,4, , , , , ,1,2,1,2,2,1,2,2
2,1,64,2,97,6,2,2, , , , , , , ,1, , , , , , , ,1,1,1,1,2,2,2,1
98,1,66,5,2,7,2,2,1,2015,3, ,2000,1, ,5,2,4,3, , , , ,1,2,1,2,2,2,2,1
5,1,56,2,2,6,2,2,2,2022,1, ,1600, , ,2,3,4,5, , , , ,1,2,1,1,2,1,2,1
2,1,59,3,2,6,5,3,1,2016,1, ,3800,3, ,4,5,2, , , , , ,2,1,1,2,2,1,2,1
5,1,55,8,2,5,7,5,1,2013,1, ,1600, , ,2, , , , , , , ,1,1,2,2,2,2,2,1
5,2,45,6,2,5,4,4,2,2016,1, ,1600, , ,5,3,2, , , , , ,1,1,2,2,2,1,2,1
1,1,61,1,2,6,7,7,1,2013,1, ,3300,1, ,4, , , , , , , ,2,1,1,1,2,2,1,2
4,1,42,10,2,5,7,4,2,2019,3, ,2000,1,7,5,3,2, , , , , ,1,1,2,2,2,2,2,1
3,1,72,9,2,6,3,3,1,2013,1, ,3300,1, ,2,3,5, , , , , ,2,2,2,2,2,1,2,1
98,1,42,5,2,5,7,4,2,2019,1, ,3800,1, ,8,4,7,5, , , , ,1,2,1,2,2,1,2,2
5,1,48,15,2,4,11,7,1,2023,3, ,2000,3, ,5,2,7,6,3, , , ,1,2,1,2,2,2,2,2
4,1,41,6,2,5,4,4,2,2015,1, ,2400,1, ,1,6,3,2, , , , ,1,2,1,2,2,2,2,1
1,1,65,3,2,6,7,5,1,2022,1, ,2500,3,5,2,5, , , , , , ,1,2,1,2,2,1,2,1
1,1,40,8,2,5,5,5,1,2022,4,1,1600,1,5,3, , , , , , , ,1,1,1,1,2,1,2,1
2,2,56,6,2,6,7,2,1,2020,1, ,3000,1, ,7,5,6,3,2,4, , ,1,2,1,2,2,1,2,1
5,1,52,1,2,5,6,6,1,2017,1, ,1500, , ,3,8, , , , , , ,1,2,1,2,2,1,2,1
5,1,58,4,97,6,4,4,1,2018,3, ,1600, , ,2,5,3, , , , , ,1,1,1,2,2,1,2,1
2,1,55,9,2,6,9,5,1,2024,1, ,2000,1, ,5,6,2, , , , , ,1,1,1,1,2,2,2,1
5,1,53,1,2,5,10,10,1,2021,2, ,3000,1, ,3,7,6,2,5, , , ,1,2,1,2,2,1,2,1
2,2,24,1,1,1,7,7,1,2023,1, ,2500,3, ,5, , , , , , , ,2,1,2,1,1,2,2,2
98,1,40,6,1,1,3,3,1,2023,5, , , , ,2,5, , , , , , ,2,2,2,2,2,2,2,2
1,1,68,2,2,7,3,2,1,2016,3, ,2000,1, ,1, , , , , , , ,1,1,1,2,1,2,1,1
2,1,40,8,97,5,10,6,1,2018,5, , , , ,5,3,4,8,1, , , ,1,2,2,1,2,1,2,2
2,1,44,6,2,3,11,10,1,2021,6, , ,1, ,2, , , , , , , ,1,2,1,2,2,2,2,1
4,1,66,1,2,6,5,4,1,2015,1, ,3800,3, ,5,3,4,6, , , , ,1,2,1,2,2,1,2,1
98,1,74,8,2,7,3,3,1,2024,1, ,1000,1, ,2,6,7,3,5, , , ,1,2,1,2,2,2,2,1
4,1,66,14,2,6,3,3, , , , , , , ,2,5,3, , , , , ,1,2,2,2,2,2,2,1
3,1,49,8,2,5,9,9,1,2023,1, ,3800,3, ,5,3,7, , , , , ,1,2,2,1,1,1,1,2
5,1,69,5,2,7,10,7,1,2013,2, ,3000,1, ,2, , , , , , , ,1,2,2,2,2,2,2,1
2,1,48,8,2,5,6,4,1,2022,3, ,2200,1,7,2,5, , , , , , ,1,2,1,2,2,1,2,2
3,1,53,1,2,6,4,4,1,2020,1, ,1600, , ,2,5, , , , , , ,1,1,1,2,2,1,2,1
1,1,42,8,2,5,4,4,1,2016,1, ,1600,1, ,7,3,5, , , , , ,2,2,1,2,2,1,2,1
2,1,35,1,2,3,2,2,1,2014,3, ,2000,1,7,4,5,2,1,3,6,8,7,1,1,1,2,2,1,2,1
1,1,61,11,2,6,4,4,1,2022,1, ,1600,1, ,2, , , , , , , ,2,1,2,2,2,2,2,1
5,2,50,12,2,5,1,1,1,2016,3, ,3300,1,11,3,5,2,7, , , , ,1,2,2,2,2,2,2,1
5,1,52,8,2,6,7,7,1,2014,3, ,2000,1,5,2,4,7,3,5, , , ,1,1,1,1,2,2,2,1
1,1,42,11,1,1,1,1,1,2023,1, ,1600, , ,3, , , , , , , ,1,2,1,2,2,2,1,2
5,1,52,2,1,7,5,3,2,2015,1, ,1600, , ,8,7,4,2, , , , ,1,2,1,1,2,2,2,1
98,1,54,4,2,6,7,7,1,2021,4,1,1600,1,6,2,7,4,5,6,3, , ,1,2,1,1,1,2,2,1
98,1,52,9,1,1,2,2,2,2017,1, ,2000, , ,5,3,7,2, , , , ,1,2,2,2,2,2,2,2
4,1,61,10,2,7,5,3,1,2016,3, ,2200,1,5,4,3, , , , , , ,1,2,1,2,2,2,2,1
5,1,45,8,2,3,6,4,1,2014,1, ,2500,1, ,4,7,1,2,3,5, , ,1,2,1,1,2,2,2,2
2,1,61,11,2,6,5,4, , , , , , , ,3,5,2, , , , , ,1,2,2,2,2,2,2,1
1,1,39,7,2,4,3,3,2,2022,5, , , , ,3,4,8,7,5, , , ,1,2,1,2,1,2,1,2
2,1,55,11,97,6,5,5,2,2024,2, ,2400, , ,5,8, , , , , , ,1,1,1,1,2,1,2,2
2,1,53,8,2,5,10,6,1,2017,1, ,2300,3, ,3,1,6,4,5, , , ,1,2,1,1,2,2,2,1
5,1,67,13,2,7,2,2,1,2019,1, ,1600, , ,3,5,2, , , , , ,2,1,2,2,2,2,2,1
98,1,63,1,2,6,7,4,1,2013,2, ,2000,1,7,2,3, , , , , , ,1,2,2,2,2,2,2,2
5,1,71,9,2,7,3,3,1,2021,1, ,2500,3,5,3,2,5,6,7, , , ,2,2,1,1,2,1,2,2
4,1,27,6,1,1,2,2,2,2022,1, ,1000, , ,5, , , , , , , ,1,1,2,1,1,1,1,2
4,1,30,15,1,1,3,3,1,2018,3, ,1500,1, ,5,7, , , , , , ,2,2,2,2,2,2,1,1
98,1,55,1,2,6,7,7,1,2023,1, ,3500,1, ,4, , , , , , , ,1,2,1,1,2,1,1,1
98,1,43,4,2,3,10,5,1,2023,1, ,2000,1, ,7,4,6,5,3,8, , ,2,1,1,1,2,1,2,1
3,1,31,8,1,1,3,3,1,2023,1, ,2500,1, ,2, , , , , , , ,2,2,1,2,1,2,2,1
98,1,52,2,97,7,2,98,2,2020,1, ,2700,1, ,2,5,3,6, , , , ,1,2,2,2,2,2,2,1
98,1,54,1,2,5,10,10,2,2024,3, ,2000,1, ,2,3, , , , , , ,1,2,1,1,2,2,2,1
2,1,30,6,1,1,2,2, , , , , , , ,4, , , , , , , ,2,2,2,1,1,2,1,2
2,1,61,8,2,6,8,5,1,2021,4,1,2000, , ,5,3, , , , , , ,1,2,2,2,2,1,2,1
4,1,39,8,2,5,4,4,2,2017,1, ,2400,1, ,5, , , , , , , ,1,2,1,2,2,2,2,1
4,1,51,12,2,5,11,7,1,2023,5, , , , ,4, , , , , , , ,1,2,1,1,2,1,2,2
5,1,41,2,2,5,4,3,2,2022,3, ,1700,1, ,5,2,4,6, , , , ,1,1,1,1,2,2,2,1
5,1,54,8,2,6,5,5,1,2019,3, ,2000,3, ,2, , , , , , , ,1,2,1,2,1,2,2,1
4,1,66,8,2,6,8,5,1,2013,1, ,1600, , ,2,3, , , , , , ,1,2,2,2,2,2,2,1
98,1,59,8,1,1,4,4,1,2020,1, ,2500,1, ,3,7,4,5, , , , ,1,2,1,2,2,2,2,2
4,1,48,11,2,5,4,4,2,2018,2, ,2500,1, ,3,2,5,7,6, , , ,1,2,1,1,2,2,2,1
5,2,70,2,2,6,6,2,1,2024,4,1,1600,1, ,5,2,3,1, , , , ,2,2,1,1,2,2,2,1
2,2,51,4,2,6,11,5,1,2017,3, ,1400,1, ,2,4, , , , , , ,1,2,1,1,2,2,1,1
5,1,42,1,2,3,6,3,1,2022,1, ,1600, , ,8,2,3,5, , , , ,1,2,1,2,2,2,2,2
2,1,37,2,1,7,12,11,1,2021,1, ,2000,1, ,7,1,5,3,6, , , ,2,2,1,1,1,1,1,1
5,1,49,8,2,5,3,3,2,2023,1, ,2000, , ,3,5, , , , , , ,1,2,1,2,2,2,2,1
98,1,64,1,2,6,6,2,1,2022,1, ,1600, , ,2,5,3, , , , , ,1,2,1,2,2,2,2,1
98,1,72,9,2,7,3,3,1,2013,1, ,3000,1, ,3,5,4, , , , , ,1,1,1,1,2,1,2,1
5,1,48,15,2,5,5,3,1,2020,3, ,1600,1, ,2, , , , , , , ,2,2,1,2,2,2,2,1
98,1,73,5,2,7,3,3,1,2015,2, ,2000, , ,5,2, , , , , , ,2,2,1,2,2,2,2,1
3,1,44,4,2,5,6,6,1,2017,1, ,2000,1, ,2, , , , , , , ,2,2,1,1,1,1,2,1
4,1,64,8,2,6,10,3,1,2020,4,1,1600,1,5,5,3,4, , , , , ,1,2,1,2,2,2,2,1
1,2,61,1,2,6,13,8,2,2013,1, ,2000, , ,5,3, , , , , , ,2,1,1,2,2,1,2,1
98,1,57,14,2,6,4,4,1,2019,2, ,2000,1,5,6, , , , , , , ,2,2,2,2,2,1,2,2
1,1,53,15,2,5,7,5,1,2013,3, ,2000,1,7,6,8,4,3, , , , ,1,2,1,2,2,1,2,1
98,1,52,16,97,1,3,3,1,2023,1, ,1500,2, ,1,3,5,2, , , , ,1,2,1,2,2,2,2,1
5,1,41,13,1,1,2,2,1,2023,1, ,2500,3, ,1,8,4, , , , , ,1,2,1,1,2,1,2,2
4,1,42,15,1,1,2,2,1,2015,3, ,2000,2, ,3,5, , , , , , ,1,2,1,2,2,2,1,2
5,2,44,6,2,5,6,4,1,2013,1, ,1000, ,5,3,4,5,2, , , , ,1,2,2,2,2,2,2,1
2,1,56,11,1,7,8,8,1,2021,1, ,1600,1, ,2, , , , , , , ,1,2,2,2,2,2,2,1
98,1,33,12,1,6,9,3,1,2023,5, , , , ,7,5,4,3,2, , , ,1,2,1,2,2,1,1,2
4,1,37,4,2,3,11,9,1,2023,5, , , , ,1,6,3,7,5,4, , ,1,2,1,1,2,1,1,1
98,1,70,1,2,7,10,7,1,2015,1, ,3000,1, ,5, , , , , , , ,2,1,1,2,2,1,2,1
4,1,65,14,2,6,4,4,1,2013,1, ,3200,1, ,5,3, , , , , , ,1,2,1,2,2,2,2,1
1,1,64,2,2,6,5,5,1,2013,3, ,2200,2,7,3,4, , , , , , ,2,2,2,1,2,2,2,1
2,2,51,2,2,5,12,10,1,2018,1, ,1500,1, ,2, , , , , , , ,2,2,2,2,2,2,2,1
4,1,42,2,1,6,7,3,1,2013,1, ,1000, ,5,1,5,2,7,3, , , ,1,2,2,2,2,1,2,1
98,1,41,4,1,1,4,4,1,2018,1, ,2000, , ,2,3,5,7,6, , , ,1,2,1,2,2,1,2,1
1,1,46,1,2,5,2,2,1,2013,1, ,1800, , ,2,5,3, , , , , ,1,2,2,2,2,2,2,2
5,1,40,2,1,6,4,3,1,2013,1, ,1000, ,5,2,5,3, , , , , ,2,1,2,2,2,2,2,1
98,1,45,6,2,4,4,4,1,2013,1, ,2000, , ,3,5,2, , , , , ,1,2,2,1,2,2,2,1
98,1,63,1,2,6,6,3,1,2014,3, ,2000,1,5,2,3,7,5, , , , ,1,2,2,2,2,2,2,1
5,1,52,3,2,3,4,4,1,2021,1, ,2000, , ,4, , , , , , , ,1,2,1,2,2,2,2,1
5,1,42,15,2,4,4,4,2,2016,3, ,2000,1, ,6,2,3, , , , , ,1,1,2,2,2,1,2,1
98,1,57,4,2,6,6,6,2,2017,1, ,2500,1, ,2,7,3,5, , , , ,2,2,2,2,2,1,2,1
4,1,68,4,2,6,3,3,1,2013,3, ,2000,1, ,3,5,2, , , , , ,1,1,2,2,2,2,2,1
3,1,56,1,2,6,6,6,2,2020,1, ,3800,3, ,3,5, , , , , , ,2,2,1,2,2,1,2,1
3,1,70,1,2,7,9,4,1,2019,1, ,1800,3, ,5,7, , , , , , ,1,2,2,2,2,2,2,1
3,1,70,11,2,7,11,5,1,2022,1, ,2500,1, ,8,1,4, , , , , ,1,2,1,2,2,1,2,1
5,2,48,1,2,5,8,3,2,2023,3, ,2000,2, ,5,3,2, , , , , ,1,2,2,2,2,1,2,2
2,1,73,4,2,7,3,3,1,2018,4,1,2400,1, ,3,6, , , , , , ,2,1,1,2,2,2,2,1
5,2,53,1,2,6,7,98,1,2018,4,1,3500,3, ,5,2,3, , , , , ,1,2,1,2,2,2,2,2
2,2,52,4,2,2,9,2,1,2019,5, , , , ,2,5,8, , , , , ,1,2,1,2,2,1,2,2
5,1,49,1,2,5,7,7,1,2017,1, ,2000,3, ,8,4,1,3,6,7, , ,1,2,1,1,2,1,1,1
3,1,46,1,2,5,6,6,1,2020,4,2,2000,3, ,5,7,4,8, , , , ,2,2,1,1,1,1,1,1
1,1,41,1,2,4,6,4,2,2013,1, ,1600, , ,2, , , , , , , ,1,2,2,2,2,1,2,1
98,1,63,15,2,6,9,4,1,2023,1, ,1500,1, ,3, , , , , , , ,1,2,2,2,2,2,2,1
2,2,37,8,2,3,7,2,1,2015,3, ,2200,2,7,6,7,3,2, , , , ,2,1,2,1,2,2,2,1
2,1,46,8,2,5,8,6,1,2019,3, ,2000,1,5,3, , , , , , , ,1,2,1,1,2,2,2,1
1,1,52,3,2,5,8,4,1,2020,2, ,2000, , ,5, , , , , , , ,2,2,2,1,1,1,2,1
4,1,52,1,1,1,2,2, , , , , , , ,3,2,5, , , , , ,1,2,2,2,2,1,2,1
98,1,49,8,1,1,7,7,1,2013,1, ,1600, , ,3,5, , , , , , ,1,1,2,2,2,2,1,1
2,1,49,8,2,6,7,6,1,2018,4,1,2400,1, ,1,6, , , , , , ,1,1,2,1,2,2,2,1
98,1,46,8,2,3,3,3,1,2013,1, ,1600, , ,5, , , , , , , ,1,2,1,2,2,1,1,1
