SQ03,SQ04,SQ0502,SQ06,DQ02,DQ04,DQ08,DQ0801,Q010101,Q01010201,Q0119,Q01190100,Q0117,Q0120,Q012001,Q1903,Q1907,Q190701,Q19070301,Q19070302,Q19070303
2,1,46,8,1,1,2,2,1,2013,1, ,2000, , ,22,1, , , , 
3,1,40,3,2,4,5,3,2,2019,1, ,3000,1, ,30,4,1, , , 
2,1,63,14,2,6,8,4,1,2013,2, ,2000,1,7,20,5, ,19,2,11
2,1,72,1,2,6,9,6,2,2020,2, ,3000,1, ,7,2, , , , 
3,1,40,8,2,4,10,5,1,2019,1, ,2400,1, ,21,5, ,2,3,19
2,1,49,8,2,5,9,4,1,2017,3, ,2000,1,5,30,4,1, , , 
2,1,60,11,2,2,5,3,1,2013,1, ,1600, , ,7,4,1, , , 
2,1,44,5,2,4,7,4,1,2020,1, ,2400,1, ,30,1, , , , 
3,1,49,10,1,1,3,3,1,2013,2, ,2000, , , ,4,1, , , 
2,1,54,8,2,6,9,5,1,2023,4,1,1600,1,6,25,1, , , , 
2,1,60,1,2,6,12,6,1,2013,1, ,2000, , ,7,1, , , , 
3,1,54,2,1,6,7,7,1,2021,1, ,3500,1, ,13,1, , , , 
4,1,44,8,2,5,6,6,2,2023,3, ,2000,1, , ,5, ,3,9,5
4,1,45,8,2,5,3,3,1,2018,4,1,1600, , ,29,5, ,19,4,1
2,1,65,3,2,7,7,5,1,2017,1, ,3300,1, ,25,1, , , , 
4,2,52,8,2,6,6,1,1,2013,1, ,1600, , ,2,1, , , , 
2,1,59,6,2,6,11,8,1,2020,1, ,1600,1, ,25,4,1, , , 
2,1,45,8,1,1,2,2, , , , , , , ,20,1, , , , 
2,1,37,1,1,6,11,3,2,2022,1, ,1600,1, , ,4,1, , , 
1,1,50,8,2,5,11,7,1,2019,4,1,2000, , ,25,5, ,18,1,10
1,1,46,12,1,1,4,4,1,2013,3, ,2000,1, ,18,1, , , , 
4,1,39,1,2,5,4,3,1,2019,1, ,1600,1, ,30,4,1, , , 
2,1,63,8,2,6,2,2,1,2013,1, ,1400, , ,9,1, , , , 
4,1,49,1,1,1,8,8,2,2013,1, ,2000, , ,14,1, , , , 
4,1,33,12,97,1,8,8,1,2022,3, ,2200,1,7, ,5, ,2,19,4
1,1,53,11,2,4,5,5,1,2015,3, ,2000,1,7, ,4,2, , , 
2,1,45,1,1,1,6,6,1,2013,1, ,2500,1, ,7,1, , , , 
3,1,61,1,2,6,5,2,1,2019,3, ,2000,3, ,9,4,1, , , 
4,2,34,1,1,6,99,99, , , , , , , , ,1, , , , 
2,1,72,1,2,7,4,3,1,2014,1, ,2000, , ,1,1, , , , 
4,2,45,8,2,3,4,98,1,2013,1, ,1000, ,5,22,4,2, , , 
4,1,46,4,2,5,5,5, , , , , , , ,7,1, , , , 
3,1,62,8,2,6,10,4,1,2021,1, ,1300,1, ,21,4,1, , , 
3,2,64,1,1,1,2,2, , , , , , , ,5,4,2, , , 
1,1,62,1,2,6,11,7,1,2021,3, ,2200,1,5,21,4,1, , , 
4,1,52,1,1,1,3,3,2,2016,3, ,2000,3, ,14,1, , , , 
3,1,54,7,2,5,9,7,1,2015,3, ,2000,1,5,20,4,2, , , 
2,1,61,11,2,6,7,5,1,2018,1, ,2000, , ,5,2, , , , 
2,1,67,1,2,6,7,6,1,2019,3, ,2200,1, ,30,3, , , , 
4,1,35,11,1,6,99,99,1,2020,4,1,1600, , , ,5, ,5,4,9
3,1,73,5,2,7,3,3,1,2014,4,1,2000, , ,29,4,1, , , 
2,1,34,1,1,6,3,1,2,2022,1, ,2700,1, ,19,1, , , , 
2,1,35,8,2,4,8,8,1,2023,1, ,2000,3, ,25,5, ,10,11,3
3,1,49,4,2,7,10,7,1,2013,3, ,2000,1, ,24,1, , , , 
4,2,46,10,97,5,5,2,2,2021,1, ,1000, ,5,17,5, ,3,5,19
4,2,61,9,2,6,11,11,2,2022,1, ,3300,1, , ,4,1, , , 
1,2,41,3,2,2,8,6,1,2019,4,1,2400,1, ,16,4,1, , , 
4,1,53,8,2,5,5,5,1,2019,1, ,2000, , ,6,1, , , , 
2,1,52,9,97,1,5,5,2,2024,1, ,3600,2, ,18,1, , , , 
1,1,49,8,2,5,10,5,1,2023,1, ,2500,3, ,8,4,1, , , 
4,1,47,1,2,2,12,4,1,2017,1, ,2000, , ,30,4,1, , , 
1,1,39,14,1,1,1,1,2,2019,3, ,2000,2, ,17,2, , , , 
3,2,67,1,1,1,1,1, , , , , , , ,2,1, , , , 
3,1,66,11,2,6,10,5,1,2016,3, ,2000,3, ,18,1, , , , 
2,1,45,8,2,5,6,4,1,2018,1, ,1600,1, ,13,5, ,3,5,1
2,1,55,1,1,1,7,7,1,2014,3, ,2200,1,9,22,4,1, , , 
2,1,45,4,97,5,4,4,1,2015,1, ,1600,1, ,14,4,1, , , 
3,1,44,16,2,5,3,1,2,2021,4,1,1600,1, ,1,4,1, , , 
3,1,54,2,2,6,6,6,1,2022,3, ,2000,3, ,11,3, , , , 
1,2,56,1,1,1,3,3,2,2020,1, ,1000, ,5,13,4,1, , , 
2,1,62,3,2,7,6,98,1,2013,1, ,1600, , ,21,4,2, , , 
1,1,46,1,1,7,7,4,1,2015,1, ,2000, , ,26,2, , , , 
1,1,57,8,1,1,5,5,2,2017,3, ,2000,1,5, ,4,1, , , 
4,1,42,4,1,6,3,1,1,2013,4,1,1600, , ,21,1, , , , 
2,1,54,1,2,5,6,6,1,2014,1, ,2000, , ,21,4,1, , , 
1,2,27,1,1,6,13,13,1,2023,1, ,3500,3, ,16,2, , , , 
3,1,37,1,2,2,4,3,1,2022,2, ,2000,1,2,24,4,1, , , 
2,1,69,12,2,6,3,3,1,2013,3, ,2000,1,7,7,4,1, , , 
1,1,52,1,1,6,99,10, , , , , , , ,13,1, , , , 
4,1,34,8,2,2,3,3,1,2019,1, ,1600,1, ,29,4,1, , , 
2,1,50,1,2,6,5,5,1,2014,3, ,2000,3, ,29,5, ,1,3,5
2,1,66,8,2,7,7,6,1,2022,3, ,3000,2,7,7,1, , , , 
1,1,53,1,2,5,8,4,1,2013,3, ,2200,1,9,29,4,2, , , 
4,2,54,8,1,1,3,3,1,2014,1, ,1000, ,5, ,1, , , , 
2,1,53,8,2,3,5,3,2,2017,1, ,1000, ,5,20,4,1, , , 
1,1,64,11,2,7,5,5,1,2022,1, ,2000, , , ,4,1, , , 
4,1,65,17,2,7,7,5,1,2020,1, ,1500,1, ,14,1, , , , 
3,1,39,8,2,3,7,4,1,2023,1, ,2000,1, ,9,1, , , , 
2,1,57,1,2,6,11,11,1,2017,3, ,3000,3, , ,4,1, , , 
2,1,50,15,2,5,5,3,1,2020,1, ,1600, , ,21,5, ,15,7,17
3,1,43,11,2,3,5,4,1,2017,1, ,2400,1, ,97,1, , , , 
1,1,52,12,2,5,3,3,1,2021,4,1,1600,1, ,13,1, , , , 
4,1,43,8,2,4,5,5,1,2013,1, ,1600, , ,17,4,2, , , 
2,2,57,9,2,6,6,2,1,2014,1, ,1600, , ,30,3, , , , 
2,1,54,10,2,6,9,9,1,2018,1, ,3800,3, ,8,4,1, , , 
4,1,60,1,2,6,6,98,1,2013,1, ,2000, , ,13,4,2, , , 
3,1,42,15,2,4,5,4,2,2023,2, ,2000,1,5,7,5, ,3,2,1
4,1,54,10,2,6,8,5,1,2013,1, ,1600, , ,29,1, , , , 
1,1,45,12,1,1,4,4,2,2015,1, ,2400, , ,2,4,1, , , 
3,1,58,8,97,7,8,5,2,2023,1, ,3000,1, ,11,1, , , , 
1,1,53,4,2,5,5,5,1,2022,3, ,2200,1,7,7,1, , , , 
1,2,62,1,2,6,8,3,1,2014,5, , , ,5,2,1, , , , 
3,1,66,11,2,7,5,5,2,2016,1, ,3800,1, ,1,1, , , , 
3,1,53,8,2,6,8,8,1,2022,4,1,2400,1, ,22,4,1, , , 
1,1,53,2,2,5,12,12,1,2018,4,2,2000,3, ,7,1, , , , 
4,1,48,10,2,5,9,6,1,2014,3, ,2000,1,5,21,4,1, , , 
1,1,52,8,2,6,3,3,1,2013,2, ,2000,1,7,13,1, , , , 
3,1,56,1,2,6,3,3,1,2013,3, ,2200,1,7,21,4,1, , , 
4,1,49,7,2,5,9,6,2,2023,3, ,2000,1,7,9,4,1, , , 
3,1,53,1,2,6,5,4,2,2023,4,1,1600,1, ,22,4,1, , , 
1,1,65,7,2,6,5,5,1,2013,1, ,1000, ,5,29,5, ,18,3,10
1,1,72,3,2,7,2,2,1,2013,3, ,2000,1, ,13,1, , , , 
3,1,40,8,2,5,6,6,1,2013,1, ,1600, , ,9,4,1, , , 
3,1,43,8,2,5,10,6,1,2020,1, ,2500,3,7, ,5, ,4,5,3
4,1,56,8,2,5,10,6,1,2016,3, ,2000,3, ,20,4,1, , , 
2,1,54,8,2,6,10,4,1,2015,3, ,1600,1, ,26,4,1, , , 
4,1,64,12,2,7,6,3,1,2023,4,1,2500,1, ,22,4,2, , , 
1,1,61,8,2,6,10,6,1,2013,3, ,2200,2,7,20,4,1, , , 
4,1,48,8,2,5,5,5,1,2013,1, ,2000, , ,7,1, , , , 
2,1,44,8,2,5,5,5,1,2014,1, ,2000, , ,9,4,1, , , 
2,1,41,8,1,1,3,3,1,2018,1, ,1600,1, ,6,1, , , , 
4,1,54,15,2,6,8,8,2,2022,2, ,3000,1, ,24,1, , , , 
3,1,50,2,2,5,10,8,2,2018,4,1,1500,1, , ,1, , , , 
4,1,55,8,1,1,4,4,1,2022,1, ,2000,1, ,6,4,1, , , 
2,1,56,4,2,6,11,11,1,2015,1, ,3000,1, ,1,1, , , , 
1,2,52,4,2,2,3,2, , , , , , , ,1,4,1, , , 
4,1,52,5,2,5,6,6,1,2018,1, ,2400,1, ,29,1, , , , 
4,1,38,2,2,4,5,5,1,2019,1, ,2300,1, ,9,1, , , , 
3,1,43,1,1,1,4,4,1,2019,1, ,1600, , ,29,5, ,8,1,5
4,1,40,8,2,5,11,7,1,2021,1, ,2000,1, , ,1, , , , 
3,1,43,8,2,5,11,5,2,2013,1, ,2400, , ,9,4,1, , , 
3,1,44,9,2,5,5,4,1,2014,3, ,2000,1, ,9,4,1, , , 
2,1,40,3,2,4,6,3,1,2019,3, ,2200,1,7,13,1, , , , 
3,2,53,2,2,6,10,5,1,2013,1, ,1000, ,5,25,4,2, , , 
1,1,60,15,2,6,7,5,1,2016,3, ,2000,1,5,1,1, , , , 
3,1,61,8,2,6,6,6,1,2013,1, ,2400,1, ,25,1, , , , 
3,1,59,15,2,3,5,4,1,2013,3, ,2000,1, ,21,4,2, , , 
4,1,67,1,2,7,10,6,1,2022,1, ,2500,3, ,13,3, , , , 
3,1,32,1,1,1,3,3,2,2021,1, ,2000,1, ,8,4,1, , , 
3,1,59,1,2,6,6,5,2,2022,1, ,3000,1, ,19,4,2, , , 
4,1,49,1,2,5,6,6,1,2022,3, ,2000,1, ,26,5, ,3,4,19
4,1,47,4,2,5,5,5,1,2015,1, ,2400, , ,22,4,2, , , 
3,1,40,12,2,4,4,4,2,2023,1, ,1000, ,5,30,4,1, , , 
1,1,40,8,2,2,5,3,2,2016,1, ,1600, , ,20,4,2, , , 
1,1,50,3,2,5,6,6,2,2013,1, ,2000, , ,13,4,1, , , 
2,2,62,1,97,1,4,4,2,2013,1, ,1000, ,5, ,1, , , , 
2,1,57,9,2,6,5,5,1,2013,4,1,1600, , ,29,1, , , , 
2,1,43,1,2,4,10,10,1,2014,3, ,2000,1, ,13,1, , , , 
2,1,46,1,2,5,9,7,2,2015,3, ,2000,1, ,9,4,2, , , 
4,1,64,8,2,7,6,5,1,2015,3, ,2000,1,7,30,1, , , , 
1,1,45,15,2,4,4,4,2,2015,2, ,2000,1,7,9,2, , , , 
3,1,63,8,2,7,8,4,1,2020,1, ,2500,1, , ,4,1, , , 
4,1,58,8,2,6,9,9,1,2015,1, ,2400,1, ,8,1, , , , 
4,2,55,1,2,6,7,1,1,2021,5, , , , ,9,5, ,18,4,1
3,1,45,5,1,1,5,5,1,2014,1, ,2400,1, ,22,1, , , , 
3,1,47,10,2,5,7,6,1,2020,4,1,2400,1, ,13,4,1, , , 
4,1,42,11,2,4,5,3,1,2017,1, ,1500, , ,13,4,1, , , 
4,1,42,8,1,1,4,4,2,2023,1, ,2000,3, ,11,4,2, , , 
4,2,34,6,1,1,2,2,2,2024,3, ,2200,2,7, ,3, , , , 
4,1,48,1,1,1,5,5,1,2017,2, ,2000, , ,22,4,2, , , 
2,1,44,8,2,5,9,5,1,2022,4,1,2500,1, ,14,4,1, , , 
1,1,58,8,2,6,8,5,1,2016,1, ,2000,3, ,7,1, , , , 
4,1,37,11,2,2,9,5,1,2022,5, , , , ,2,3, , , , 
3,1,41,1,1,6,5,3,1,2017,1, ,1000, ,5,18,2, , , , 
2,1,38,2,2,4,99,4,1,2019,1, ,2000,1, ,16,1, , , , 
2,1,53,1,2,6,7,4,1,2013,3, ,2000,1,7,20,5, ,2,8,14
3,1,47,1,2,6,5,5,1,2019,1, ,2000,1,5,8,1, , , , 
4,1,44,4,2,5,8,6,1,2017,3, ,2000,1,5,1,4,1, , , 
4,1,51,3,2,3,5,5,1,2019,5, , , , , ,1, , , , 
2,2,64,8,2,6,9,4,1,2018,1, ,3800,3, ,25,1, , , , 
2,1,49,4,2,5,5,5,2,2022,3, ,2000,1,5,8,1, , , , 
4,1,51,3,1,1,8,8,1,2021,1, ,2000,1,5,23,1, , , , 
4,1,40,8,2,4,6,6,1,2020,1, ,2500,3,5,1,4,1, , , 
2,1,36,8,2,4,5,3,2,2021,1, ,2400,1, ,9,1, , , , 
3,1,43,15,2,4,7,5,1,2013,3, ,1700, , ,9,4,2, , , 
1,2,57,15,97,6,3,3,2,2013,1, ,1000, ,5, ,1, , , , 
1,1,60,13,2,6,9,7,1,2016,1, ,2000, , ,22,1, , , , 
3,1,53,8,2,5,7,6,1,2013,3, ,2000,1, ,2,3, , , , 
2,1,50,15,1,7,3,3,2,2019,1, ,2000, , ,25,1, , , , 
1,1,49,1,2,5,5,5,2,2018,1, ,2000, , ,10,1, , , , 
1,1,46,3,2,5,5,4,1,2019,5, , , , ,26,5, ,1,7,8
4,1,48,8,2,4,10,8,1,2021,5, , , , , ,4,1, , , 
1,2,42,5,1,6,7,3,2,2017,3, ,2000,1, , ,4,2, , , 
2,1,59,1,2,6,11,9,1,2017,1, ,2200,1, ,25,4,1, , , 
1,1,63,6,2,7,11,7,1,2013,2, ,2000, , ,30,4,2, , , 
4,1,41,2,2,4,4,4,1,2013,3, ,2000,1, ,25,3, , , , 
2,1,52,14,2,5,2,2,1,2013,1, ,1000, ,5,24,4,2, , , 
3,1,46,11,2,3,8,5,1,2019,1, ,2000,1, ,9,1, , , , 
3,1,54,11,97,1,4,4,2,2023,2, ,3000,1, ,20,4,1, , , 
1,1,55,1,2,5,8,4,1,2013,3, ,2900,1,11,21,4,1, , , 
4,1,58,8,2,6,10,7,2,2017,1, ,2400,1, ,17,1, , , , 
2,2,44,4,2,5,4,98,1,2018,1, ,1000, ,5,2,1, , , , 
4,1,65,8,2,7,5,5,1,2023,4,1,2500,1, ,22,4,1, , , 
2,1,40,8,2,5,9,5,1,2022,4,1,2000, , ,11,3, , , , 
3,1,63,8,2,6,10,3,1,2015,1, ,2400,1, ,7,1, , , , 
4,1,54,8,2,6,11,8,1,2014,1, ,2000,1,5,7,4,1, , , 
4,1,42,6,2,5,8,7,1,2018,3, ,2200,2,7,30,4,2, , , 
4,1,56,4,2,5,8,6,2,2020,1, ,2000, , ,25,1, , , , 
4,1,43,8,2,3,7,4,2,2021,1, ,4500,2, ,13,1, , , , 
1,1,56,1,2,6,5,5,2,2019,1, ,3000,3, ,11,3, , , , 
4,1,65,17,2,6,10,4,1,2016,3, ,2000,1,5,30,3, , , , 
1,1,53,1,2,5,5,5,1,2013,1, ,2400,3, ,21,1, , , , 
2,1,42,8,2,3,4,4,1,2018,1, ,1600, , ,7,1, , , , 
1,1,45,4,2,5,11,7,1,2021,4,2,2000,3, ,1,4,2, , , 
2,1,51,1,2,5,8,8,1,2013,1, ,1600, , ,21,5, ,1,3,5
3,1,41,6,2,4,11,5,1,2013,3, ,2000,2, ,30,4,2, , , 
4,2,43,16,2,5,7,2,2,2024,1, ,2500,1, ,25,4,2, , , 
3,1,58,8,2,6,8,8,2,2024,5, , , , ,18,5, ,4,2,3
4,1,50,8,2,5,4,2,1,2015,1, ,1400, , ,20,4,1, , , 
1,1,43,1,2,5,5,5,2,2016,2, ,2000, , ,9,4,1, , , 
3,1,54,1,2,5,7,5,1,2018,3, ,2200,2,9,21,4,2, , , 
2,1,50,1,2,3,11,6,1,2016,3, ,2000,1,5,7,1, , , , 
4,1,58,16,2,6,10,8,1,2019,1, ,2000,1,7,7,4,2, , , 
1,2,40,4,2,4,6,3,1,2013,1, ,1600, , ,21,4,1, , , 
2,1,66,8,2,6,2,2,1,2013,1, ,1600, , , ,4,1, , , 
2,1,58,8,2,7,6,6,1,2018,1, ,1600,1, ,2,1, , , , 
3,1,49,1,2,5,10,5,1,2016,3, ,3000,3, ,13,4,1, , , 
3,1,58,8,2,6,9,7,1,2023,3, ,2000,1, ,2,5, ,3,14,2
3,1,48,14,2,5,5,3,2,2015,1, ,3800,1, ,1,1, , , , 
4,1,53,8,2,5,7,7,1,2018,3, ,2000,3, ,21,4,2, , , 
1,2,52,1,2,6,11,5,1,2013,3, ,2400,2,7,30,1, , , , 
1,1,43,3,2,5,4,3,2,2022,1, ,1400, , ,18,3, , , , 
1,1,50,1,2,5,7,4,1,2013,3, ,2000,1, ,20,1, , , , 
4,1,58,8,2,6,4,3,1,2015,3, ,2000,2, ,30,4,2, , , 
3,1,56,5,2,6,7,6,1,2014,1, ,3300,3, ,10,1, , , , 
1,1,43,8,2,4,7,7,2,2019,3, ,2000,3, ,9,1, , , , 
3,1,52,8,2,5,99,6,1,2020,1, ,2500,3, , ,4,2, , , 
3,1,45,14,97,1,12,12,1,2019,1, ,2000,1, ,15,1, , , , 
1,1,48,8,2,5,4,2,1,2021,1, ,3600,3, ,22,4,1, , , 
4,1,53,1,2,6,6,6,1,2018,1, ,2000,1,7,13,4,2, , , 
3,1,45,6,1,1,5,5,1,2016,3, ,2000,1,7,20,4,1, , , 
4,1,63,8,2,6,10,5,1,2016,4,1,2400,1, ,25,4,1, , , 
4,2,53,8,1,1,6,6,2,2013,3, ,2000,1,7,21,4,1, , , 
1,1,52,4,2,6,5,4,1,2018,1, ,1600,1, ,9,2, , , , 
2,2,43,7,2,5,12,5,1,2020,1, ,2000,3, ,12,1, , , , 
4,1,54,9,2,5,4,3,2,2018,1, ,3000,1, ,9,1, , , , 
2,2,39,2,1,6,7,3,1,2019,1, ,2400,1, , ,4,1, , , 
2,1,54,13,2,5,7,5,2,2024,4,1,2000, , ,17,2, , , , 
4,1,46,8,2,5,3,3,1,2019,3, ,1600,1, , ,4,2, , , 
4,1,31,8,1,6,10,2,1,2022,1, ,1000,1, ,29,5, ,5,17,9
2,1,44,8,2,5,11,5,1,2013,1, ,1800, , , ,4,1, , , 
4,1,38,8,2,2,10,4,1,2019,1, ,2400,1, ,30,4,1, , , 
1,1,53,8,2,6,5,3,2,2018,1, ,2000, , , ,1, , , , 
4,1,51,8,2,6,11,6,1,2015,1, ,2400,1, ,21,5, ,3,2,1
2,1,47,15,2,5,6,5,1,2021,1, ,1500,1, , ,4,1, , , 
3,2,46,13,97,6,10,4,1,2021,2, ,3000,1, ,10,4,1, , , 
2,1,53,14,2,6,10,6,1,2018,1, ,2200,1, ,30,1, , , , 
4,1,41,7,1,1,6,6,1,2016,2, ,2000, , ,25,4,2, , , 
2,1,57,4,97,6,6,4,1,2015,3, ,2000,1, ,25,4,2, , , 
4,2,45,2,2,4,6,4,1,2014,4,1,1800,1, , ,4,1, , , 
2,1,49,8,2,5,5,5,2,2016,3, ,2000,1, ,9,1, , , , 
4,1,51,1,2,5,8,6,1,2020,3, ,2000,3, ,21,5, ,2,1,14
4,2,54,1,97,6,9,6,1,2018,2, ,2000, , , ,2, , , , 
3,1,40,15,2,4,7,3,1,2023,1, ,3800,3,8,13,1, , , , 
1,1,44,8,1,1,5,5,1,2013,3, ,2000, , ,6,3, , , , 
3,1,51,9,2,5,3,3,2,2013,1, ,2400,1, , ,6, , , , 
2,2,32,8,1,6,7,3,2,2019,2, ,2000, , ,24,2, , , , 
2,1,56,1,2,3,10,7,1,2013,2, ,2400,1, ,30,4,1, , , 
4,1,52,6,2,5,11,8,2,2022,1, ,3800,1, , ,5, ,3,1,9
4,1,43,1,2,5,3,3,1,2022,3, ,2200,1, ,6,1, , , , 
4,1,40,1,2,4,4,4,1,2021,1, ,2500,3, ,13,1, , , , 
1,1,49,8,2,6,10,5,1,2016,4,1,1600,1, ,30,4,1, , , 
2,2,50,1,2,5,10,4,1,2018,1, ,1600, , ,22,1, , , , 
4,2,43,1,2,3,11,8,1,2021,3, ,1600,1, , ,4,2, , , 
1,2,51,14,1,6,7,5,2,2013,1, ,1600, , ,24,1, , , , 
1,1,49,6,97,1,3,3,1,2016,3, ,2200,1,7,8,1, , , , 
2,1,56,3,2,6,8,8,1,2023,4,1,1600,1, ,14,4,1, , , 
3,1,42,5,2,5,12,11,1,2019,3, ,3000,2,7,29,5, ,1,7,14
4,1,53,1,2,6,6,6,1,2019,1, ,2400,3, ,20,4,1, , , 
1,1,59,8,2,6,11,7,1,2018,4,1,2400,1, ,20,4,1, , , 
3,2,55,6,2,6,8,4,1,2013,3, ,2000,2, ,24,3, , , , 
4,1,66,1,2,7,10,10,1,2021,4,1,3000,1, , ,5, ,1,4,7
1,1,45,1,2,5,11,6,1,2018,1, ,2000,3, ,1,1, , , , 
4,1,60,1,2,6,8,5,1,2013,1, ,1600, , ,17,1, , , , 
3,1,46,9,2,5,5,4,1,2016,3, ,2000,1,7,30,4,1, , , 
3,2,65,7,2,7,2,1,1,2016,3, ,1600,1, ,1,4,2, , , 
4,1,67,8,2,7,3,3,1,2015,3, ,2000,1, ,30,4,1, , , 
1,1,46,15,2,5,5,5,2,2013,1, ,2000, , ,20,5, ,2,3,9
4,1,66,10,2,6,3,2,1,2013,1, ,2400,1, ,1,4,1, , , 
3,1,69,1,2,7,13,11,1,2021,1, ,3000,3,5,30,1, , , , 
2,2,42,2,2,4,7,2,1,2018,1, ,1000, ,5, ,1, , , , 
1,1,40,8,2,5,4,4,2,2016,2, ,2000,1,5,7,2, , , , 
1,1,51,4,1,1,4,4,1,2018,1, ,2000,1,5,30,4,1, , , 
4,1,51,15,2,6,6,5,1,2014,1, ,1600, , ,20,4,1, , , 
4,2,46,15,2,3,2,2,2,2022,1, ,1000, ,5,5,1, , , , 
2,1,48,1,2,5,10,6,1,2016,3, ,2000,1, ,2,1, , , , 
2,1,50,8,97,6,7,7,1,2013,3, ,2000,1,7,7,1, , , , 
4,1,47,1,2,5,8,5,1,2016,1, ,1000, ,5, ,4,2, , , 
4,1,48,15,2,5,6,6,1,2020,3, ,2200,1,6,30,4,2, , , 
4,2,37,6,2,3,6,3,1,2013,1, ,1600, , ,13,4,2, , , 
1,1,54,8,97,1,4,4,1,2019,2, ,2000, , ,7,4,1, , , 
4,2,45,8,97,1,5,5,1,2019,1, ,2000,1, ,5,4,1, , , 
3,1,45,8,2,3,10,6,1,2023,1, ,2500,1, ,23,5, ,2,1,7
3,1,53,1,2,5,5,3,1,2018,1, ,1600, , , ,1, , , , 
4,1,49,9,1,1,3,3,1,2013,3, ,2000,1, ,17,1, , , , 
1,1,52,2,2,5,4,4,2,2015,1, ,1600, , ,21,4,1, , , 
3,1,61,14,2,6,10,6,2,2013,1, ,3500,1, ,20,4,1, , , 
1,1,43,1,1,1,4,4,1,2013,1, ,2400,1, ,29,5, ,15,4,7
4,1,50,8,2,6,3,3,1,2018,1, ,2400,1, ,5,4,1, , , 
4,1,54,8,2,6,10,5,1,2022,4,1,1600,1,6,29,5, ,4,19,1
4,1,48,1,2,4,7,4,2,2013,3, ,2700,1,7,7,4,2, , , 
4,1,57,9,2,6,7,5,1,2023,4,1,1600,1, ,11,4,1, , , 
4,1,40,1,2,4,4,4,1,2016,3, ,2000,1,5,2,1, , , , 
1,2,47,9,2,5,5,4,2,2019,1, ,1800, , ,22,1, , , , 
2,1,52,8,2,5,11,8,1,2021,4,1,2400,1, ,20,4,1, , , 
4,1,49,1,2,5,13,13,1,2022,1, ,3000,2, ,25,4,1, , , 
3,1,52,1,2,5,5,5,1,2019,1, ,2000, , ,10,4,1, , , 
4,2,34,15,2,4,5,2,1,2015,1, ,1000, ,5,7,1, , , , 
1,1,37,5,1,1,3,3,1,2022,1, ,2000,3, ,21,5, ,2,3,11
1,1,47,1,2,5,11,11,1,2019,1, ,3500,1, ,7,1, , , , 
4,1,51,1,2,6,9,9,2,2013,2, ,2000, , ,13,2, , , , 
2,2,30,7,1,6,5,2,1,2018,1, ,3000,1, , ,1, , , , 
2,1,59,9,2,7,11,7,1,2019,4,1,2400,1, ,7,1, , , , 
1,1,47,9,2,5,6,6,1,2017,3, ,2200,1,5,18,4,1, , , 
2,2,61,15,2,6,4,1,1,2014,2, ,2000,1,7, ,1, , , , 
2,1,49,2,2,5,5,5,1,2016,1, ,1600, , ,20,4,1, , , 
2,1,35,8,1,6,6,5,2,2020,1, ,1600, , ,6,1, , , , 
3,1,42,8,2,5,6,5,1,2022,4,1,2400,1, ,18,1, , , , 
3,2,42,3,1,6,3,2,2,2020,3, ,2200,2,9,9,4,2, , , 
4,1,44,3,2,5,8,4,2,2021,2, ,2200,1, ,24,4,1, , , 
3,1,49,4,2,5,8,5,1,2015,1, ,2000, , ,13,1, , , , 
2,2,47,8,1,1,4,4,1,2013,1, ,1600, , ,20,4,2, , , 
2,1,47,8,2,5,5,5,1,2021,1, ,3300,3, , ,1, , , , 
4,1,74,4,97,6,5,5,1,2023,1, ,3500,1, ,7,1, , , , 
4,1,44,14,2,5,8,3,2,2023,3, ,3800,1,7,22,4,2, , , 
1,2,39,13,2,4,6,3,1,2022,1, ,2500, , ,21,4,2, , , 
2,1,60,1,2,6,11,5,1,2013,3, ,2900,1,11,30,1, , , , 
3,1,55,8,2,6,7,7,1,2021,1, ,2400,1, ,7,4,2, , , 
1,1,41,5,2,4,5,3,1,2017,2, ,2000,1, ,30,2, , , , 
2,1,58,1,2,6,13,11,1,2023,1, ,3500,1, ,22,4,2, , , 
3,1,49,8,2,5,4,4,2,2013,3, ,2000,1,7, ,4,1, , , 
4,1,52,14,97,5,4,4,1,2013,2, ,2000, , ,24,2, , , , 
1,1,61,8,2,6,12,7,1,2013,3, ,2000,1, ,13,3, , , , 
3,1,43,1,2,5,9,4,1,2019,1, ,1300, , , ,4,1, , , 
4,1,48,8,2,5,10,5,1,2016,3, ,2000,1, ,7,3, , , , 
1,1,69,8,2,6,11,3,1,2018,3, ,2200,1,7, ,4,1, , , 
4,1,53,1,2,5,5,3,2,2024,3, ,2000,1, ,13,1, , , , 
4,1,53,14,97,5,2,2,2,2019,2, ,2000, , ,20,4,1, , , 
4,1,57,2,2,7,9,9,1,2022,1, ,2000,3, ,29,4,2, , , 
4,1,58,8,97,1,6,6,2,2020,1, ,2500,1, ,22,4,2, , , 
2,1,67,9,2,6,4,3,1,2013,1, ,2000, , ,20,4,1, , , 
3,2,38,9,2,2,5,4,1,2022,5, , , , ,21,5, ,15,10,2
2,1,49,1,2,5,4,4,1,2017,3, ,2200,1,9, ,5, ,8,1, 
2,1,44,1,2,5,11,9,1,2020,1, ,3800,3, ,30,4,1, , , 
2,1,55,1,97,6,11,11,2,2019,3, ,2000,1, ,10,3, , , , 
3,1,73,8,2,7,4,4,1,2019,1, ,2200,1,5,7,4,2, , , 
2,2,42,11,1,1,4,4,1,2015,1, ,1600, , ,13,1, , , , 
